DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,Label
118.153,6.754,81.341,41.039,3.208,2.684,118.966,1.437,-1.402,1
55.462,58.695,47.324,8.12,1.864,8.12,59.29,1.388,-1.397,0
112.406,82.182,40.49,14.614,1.507,26.01,89.1,1.411,-1.412,0
98.092,28.62,72.45,34.12,2.397,1.962,169.368,1.591,1.135,1
128.197,121.556,103.85,49.647,2.161,4.142,153.921,2.067,-0.72,0
81.492,29.995,52.83,88.737,1.538,50.756,162.763,1.178,0.258,0
136.549,19.75,99.141,88.838,2.236,37.785,154.683,1.516,1.395,1
109.84,41.259,72.77,75.574,2.272,9.196,150.946,0.549,1.375,1
339.959,77.252,86.988,315.094,1.775,6.112,592.439,1.207,1.401,1
170.041,76.35,147.309,2.257,3.236,2.257,98.709,1.358,-1.396,0
118.365,67.687,85.23,13.076,2.714,13.076,86.549,1.576,-1.188,0
98.013,3.199,65.628,66.567,1.892,16.103,157.84,0.865,0.889,0
107.926,73.775,77.241,35.594,2.586,43.071,113.49,1.164,0.269,0
112.685,19.232,55.485,105.898,1.981,2.625,173.442,1.024,1.292,1
128.36,27.063,84.118,69.54,2.731,0.517,170.872,1.648,1.383,1
214.12,73.964,169.287,3.17,3.347,3.17,113.66,1.229,-1.401,0
112.406,93.699,70.02,20.032,2.443,20.032,61.345,1.88,-1.371,0
43.903,43.053,37.85,51.615,1.145,51.615,71.069,1.703,-1.118,0
136.089,22.669,86.506,135.741,1.77,32.484,328.956,1.514,1.291,1
88.802,57.425,62.913,48.091,2.083,20.342,169.885,1.524,0.877,1
55.431,55.373,42.496,24.148,1.8,24.148,55.593,1.602,-0.891,0
105.37,4.284,72.605,80.144,1.752,26.74,159.486,0.39,0.807,1
107.115,11.089,71.817,40.484,2.497,3.995,113.338,0.934,1.339,0
122.092,4.882,83.268,74.024,2.319,1.562,140.448,0.855,1.182,1
93.136,54.39,72.012,20.354,2.483,20.354,77.562,0.671,-1.413,0
109.969,19.289,78.178,27.228,2.586,27.228,76.228,0.946,-0.972,0
107.239,6.196,77.819,52.317,2.272,1.478,138.124,1.425,1.214,1
105.606,46.428,86.632,8.309,2.822,8.309,80.202,1.27,-1.414,1
116.321,14.75,79.858,39.941,2.435,33.037,265.981,0.685,1.403,0
87.078,26.423,57.081,2.645,3.272,2.645,50.593,1.404,-1.402,0
91.52,43.696,64.145,30.627,2.663,30.627,50.67,1.475,0.313,0
86.629,33.856,67.5,49.081,1.951,17.799,204.93,1.273,-0.7,0
112.406,34.551,91.864,1.341,2.57,1.341,107.832,0.366,-1.291,0
112.406,76.453,42.157,38.999,0.95,0.144,140.52,0.387,-0.844,0
120.218,37.254,77.831,104.316,1.866,0.161,195.912,0.647,1.38,1
112.406,69.729,72.195,0.499,2.388,0.499,72.254,1.359,-1.397,0
118.726,33.092,84.761,1.032,3.04,1.032,83.317,1.134,-1.41,1
96.541,18.928,72.396,83.174,1.736,29.198,155.578,1.811,1.382,0
164.066,123.964,94.364,44.591,3.383,44.591,81.157,2.067,-1.411,0
72.037,74.647,61.396,5.687,2.205,5.687,69.89,1.609,-1.338,0
103.696,9.958,69.147,77.306,2.113,2.16,257.786,1.699,1.268,1
104.301,69.599,64.379,36.953,2.347,2.764,110.035,1.816,0.7,0
925.471,94.656,193.332,201.953,4.0,2.891,275.461,0.61,1.4,0
91.505,80.256,71.288,1.09,2.511,1.09,76.783,1.892,-1.343,0
95.174,53.547,60.549,259.571,1.214,63.604,503.327,6.705,1.38,1
77.647,37.806,53.713,32.742,2.853,3.038,86.532,0.936,1.413,0
112.406,58.387,48.793,1.512,1.86,1.512,60.561,1.009,-1.414,0
129.633,72.99,104.855,21.726,2.961,35.679,90.457,1.466,-1.047,0
115.397,17.595,78.158,168.189,1.282,5.876,422.45,0.343,1.372,1
110.473,3.182,69.835,4.671,3.02,1.449,139.756,0.578,-1.174,1
116.145,1.842,59.367,58.036,2.976,2.345,157.993,0.991,0.753,1
128.159,23.029,88.631,37.706,2.745,14.806,129.847,1.17,1.402,0
640.334,92.094,357.319,93.378,4.908,18.693,214.744,0.55,1.287,0
81.482,9.351,55.641,44.214,2.353,29.901,89.245,1.398,1.292,0
110.516,3.636,77.727,42.903,2.438,8.398,123.836,0.439,0.009,1
118.089,64.548,86.499,27.356,2.825,24.848,118.686,1.04,-0.936,1
100.338,45.386,73.932,101.659,1.491,4.059,241.462,0.964,1.078,0
69.755,5.413,46.291,56.503,1.921,2.262,113.078,1.474,1.172,0
167.184,99.806,106.456,78.257,2.558,22.399,280.416,0.712,-0.185,0
133.901,28.282,94.504,34.67,2.953,0.633,129.031,1.43,1.412,1
112.406,101.32,31.374,48.184,0.821,3.605,125.499,1.727,-0.514,0
68.932,8.548,28.381,157.769,1.052,30.811,252.424,0.995,1.173,0
105.751,49.472,64.946,13.915,3.117,13.915,62.972,1.841,-1.413,0
95.237,79.931,70.514,62.472,2.353,56.393,134.134,1.391,-0.198,0
96.907,35.991,71.573,24.277,2.22,24.288,221.108,0.712,-1.354,0
105.608,66.641,78.499,30.066,3.287,9.317,96.827,1.319,-1.414,0
202.004,38.551,152.26,63.937,2.836,27.582,188.815,1.837,1.412,0
54.232,29.093,38.015,74.65,1.35,6.239,130.245,1.296,0.213,0
90.98,14.099,54.627,103.464,1.412,24.276,396.934,0.729,0.64,0
120.55,80.187,82.439,20.539,3.094,20.539,93.049,2.733,1.398,0
112.406,73.484,35.27,22.462,1.409,22.462,49.246,1.343,-1.1,0
97.348,21.393,71.055,22.999,2.424,11.809,108.468,0.976,-1.414,0
112.406,91.686,120.987,55.992,2.748,2.83,127.641,2.328,-0.046,0
82.026,24.523,60.03,111.549,1.243,32.484,192.359,1.215,0.352,0
110.82,14.68,77.72,51.318,3.096,16.593,123.46,2.058,1.401,1
87.542,44.494,72.599,0.503,2.586,0.503,70.28,0.935,-1.413,0
228.654,74.763,136.604,1.662,3.806,1.662,78.236,2.041,-1.321,0
218.491,33.201,160.027,6.293,3.052,29.499,266.314,0.811,-1.412,0
165.669,57.557,128.018,88.065,3.149,25.661,404.886,3.062,1.414,0
23.193,59.857,19.199,43.543,0.702,43.543,55.695,0.958,-0.349,0
86.49,9.747,63.632,107.945,1.389,4.863,189.728,1.378,0.322,0
138.449,56.689,77.508,62.676,2.638,23.529,139.3,0.944,1.387,0
123.317,62.55,77.344,2.687,3.12,2.687,79.169,1.574,-1.404,0
139.311,8.693,101.8,50.174,2.263,4.162,226.027,0.874,0.261,1
115.061,11.491,71.755,43.908,2.573,22.846,132.038,0.807,1.318,0
94.576,3.951,70.816,91.789,1.769,23.875,150.101,2.249,0.853,0
157.25,83.294,86.108,22.133,3.205,22.133,87.021,2.353,1.414,0
112.406,68.428,55.487,3.47,1.988,3.47,55.754,1.167,-1.414,0
115.289,1.234,77.021,41.948,2.902,2.252,113.504,1.372,0.873,1
155.951,52.078,98.134,83.31,2.372,24.473,275.395,0.699,1.401,1
83.636,16.819,61.81,4.537,2.866,4.537,62.332,1.028,-1.411,0
126.342,78.066,96.678,111.076,1.854,20.785,214.121,0.476,-0.007,0
112.406,45.564,75.509,80.853,2.091,43.521,321.407,0.611,-0.607,1
216.887,10.896,125.152,60.228,2.647,17.932,206.173,0.473,1.267,0
112.406,87.498,69.915,1.473,2.436,1.473,68.216,2.362,-1.305,0
112.406,81.824,70.903,1.776,1.758,1.776,92.292,0.675,-1.391,0
190.479,75.92,69.321,82.433,2.773,23.345,151.915,0.888,1.408,0
85.309,9.674,55.876,51.568,2.366,0.585,113.128,1.619,0.355,0
114.377,7.603,82.629,3.451,3.536,3.451,61.209,0.817,-1.414,1
112.406,75.474,26.952,1.434,0.974,1.434,56.058,1.012,-1.411,0
112.406,95.243,134.639,35.789,3.365,3.519,103.682,1.554,-1.412,0
159.359,67.863,109.269,23.921,3.204,23.921,88.948,1.486,-1.414,1
112.406,77.63,84.949,26.501,2.039,26.501,95.044,0.534,-1.233,0
98.643,22.2,72.414,48.332,2.142,2.922,127.474,0.659,1.044,0
112.406,89.208,60.411,80.502,2.82,19.748,147.691,1.361,-1.414,0
112.406,101.923,45.339,12.625,1.6,31.65,104.723,2.05,-1.363,0
102.306,24.811,74.862,110.199,2.081,21.996,280.105,3.82,0.356,0
130.869,88.707,99.491,46.657,2.935,46.657,100.638,1.28,1.408,0
134.358,19.203,86.77,59.905,2.743,59.905,85.109,1.315,1.357,1
74.028,25.431,53.681,4.258,2.89,4.258,54.078,1.066,-1.397,1
131.957,19.613,91.779,63.676,2.522,25.696,311.689,1.353,1.356,1
168.791,46.965,140.6,22.895,2.894,22.895,114.585,0.765,-1.414,0
112.406,105.953,54.125,80.943,2.495,36.796,159.425,1.231,-1.353,0
49.979,52.742,38.515,5.922,1.693,5.922,51.532,1.171,-1.412,0
103.842,12.397,62.666,79.709,2.138,43.004,267.419,1.278,1.244,0
142.924,100.471,72.655,34.619,3.161,3.501,105.072,1.772,-1.414,0
72.461,83.777,61.056,45.598,1.62,2.653,126.614,2.006,-0.758,0
109.82,7.709,69.578,235.294,1.124,48.751,324.121,2.758,1.281,1
125.968,36.432,83.254,45.774,2.861,4.367,125.654,1.023,1.411,1
101.29,53.587,78.354,25.51,3.13,25.51,78.448,0.899,-1.414,1
158.67,92.419,84.579,7.481,3.309,7.481,76.079,2.538,-1.378,0
132.109,21.094,86.802,345.897,0.79,38.571,632.073,1.786,1.244,1
87.54,38.337,64.096,33.301,2.465,4.51,96.45,1.323,-1.301,0
105.877,54.77,102.799,26.003,2.89,26.003,54.281,1.035,-0.905,0
192.364,40.033,142.687,21.328,3.858,21.328,79.499,0.723,-1.414,0
122.207,71.542,77.453,0.227,2.874,0.227,81.211,1.793,-1.362,0
55.408,81.694,46.439,70.295,1.106,4.145,164.433,2.983,-0.809,0
87.535,18.865,59.382,117.439,1.471,17.322,252.546,1.999,1.302,0
87.36,25.884,54.175,87.296,1.94,29.02,177.284,1.888,1.398,1
89.309,0.273,58.159,86.776,1.92,12.02,172.434,1.961,1.006,0
158.657,88.793,138.235,45.494,2.801,7.485,128.473,0.941,-1.027,0
121.248,95.337,82.697,71.861,2.126,110.113,182.927,0.964,-0.299,1
50.546,39.653,37.899,48.749,1.161,18.891,130.187,1.043,-1.414,0
105.714,42.825,72.771,37.272,3.127,0.148,158.657,0.553,-1.414,1
120.36,33.085,79.235,44.278,2.759,30.981,106.741,0.836,1.414,1
121.817,10.589,66.435,215.824,1.607,49.632,460.793,2.786,0.893,1
134.601,7.371,86.739,46.253,2.957,22.717,159.025,1.317,-0.698,1
102.176,4.451,75.908,0.982,3.252,0.982,67.003,0.95,-1.412,1
340.871,2.926,168.702,43.212,3.387,28.655,212.116,0.412,0.84,0
119.803,10.954,74.193,54.119,2.563,3.478,125.27,1.073,1.281,1
137.709,5.829,70.11,216.387,1.79,68.737,307.514,2.629,0.941,1
89.823,70.131,72.127,16.409,2.518,22.678,106.409,1.126,-1.368,0
155.141,68.727,84.871,54.35,2.899,2.513,133.963,0.906,1.399,0
107.46,102.252,84.072,54.734,2.476,2.108,170.893,4.528,-0.272,0
112.406,74.11,86.099,21.636,2.339,21.636,86.179,1.034,-1.39,0
151.857,13.696,94.458,28.357,2.548,28.3,203.262,0.53,-0.348,1
65.865,27.077,47.213,39.445,1.933,18.598,91.665,1.085,0.801,0
116.477,31.992,78.189,16.517,2.528,35.97,132.377,0.688,-1.29,1
112.406,147.331,98.773,50.082,2.129,0.845,176.039,4.536,-1.209,0
112.406,82.266,69.021,3.089,2.437,3.089,74.529,2.101,-1.349,0
34.919,47.693,24.066,93.695,0.692,92.992,361.296,1.187,0.246,0
196.302,46.583,149.015,33.349,3.439,1.141,122.12,0.502,-1.41,0
79.24,13.993,50.103,130.823,1.275,21.686,270.048,2.025,1.41,0
101.897,36.86,65.777,58.989,2.076,51.641,178.038,0.799,-0.525,1
128.039,18.38,85.386,109.18,2.173,44.727,247.892,2.221,0.526,1
112.448,62.381,76.941,1.185,2.943,1.185,72.055,1.739,-1.361,0
104.952,26.51,79.626,2.37,2.949,2.37,78.105,0.902,-1.414,1
28.031,84.424,25.021,39.51,0.762,1.574,108.763,1.57,-0.51,0
117.777,94.244,73.852,49.994,2.34,2.919,119.984,2.172,-0.238,0
88.481,58.762,60.707,0.32,2.749,0.32,64.005,1.808,-1.36,0
163.9,0.756,103.302,73.855,2.384,36.358,135.585,0.607,1.022,1
87.396,35.706,66.394,22.871,2.645,22.871,55.747,1.434,-0.744,0
95.81,72.479,75.029,88.996,2.131,33.066,194.265,3.18,-1.173,1
119.167,51.823,90.554,120.313,1.538,84.327,517.285,1.114,0.07,1
112.406,73.658,53.666,32.232,1.736,1.811,96.459,1.482,-1.101,0
112.406,116.195,101.069,17.022,2.328,17.022,103.195,1.668,-1.263,0
106.852,58.233,71.012,47.916,2.377,1.274,125.421,2.106,1.196,1
112.406,70.077,31.099,0.288,1.315,0.288,51.966,1.539,-1.384,0
70.978,65.602,57.423,1.964,2.405,1.964,63.634,1.747,-1.349,0
100.377,77.422,72.729,2.222,2.846,2.222,72.005,2.212,-1.292,0
112.406,101.767,45.277,22.824,1.519,22.824,59.0,1.767,-0.955,0
112.406,76.281,33.71,0.913,1.187,0.913,58.482,1.06,-1.412,0
73.602,50.888,53.341,100.413,1.347,12.595,204.018,2.604,0.98,0
116.571,4.271,82.051,1.924,3.143,1.924,78.09,0.705,-1.375,1
104.08,59.514,71.787,136.521,1.533,6.463,249.648,0.356,0.751,0
112.406,89.207,45.695,56.781,2.345,29.614,91.193,1.352,-1.281,0
122.632,51.361,65.357,53.472,2.598,24.553,95.584,1.004,1.391,0
112.406,90.904,70.542,92.611,1.792,103.041,184.335,2.415,-0.953,0
109.468,26.52,81.977,58.45,2.715,1.512,149.921,3.275,1.413,0
112.406,74.945,72.272,8.744,2.36,8.744,61.808,1.35,-1.335,0
93.859,10.121,57.437,201.339,0.919,68.258,343.594,0.452,1.297,0
58.002,67.612,55.257,21.413,1.933,21.413,61.071,0.757,-1.339,0
95.942,25.803,69.093,64.497,2.172,5.009,142.957,1.97,-0.358,0
100.521,102.789,70.385,41.626,2.505,41.626,74.556,1.593,-0.802,1
125.018,23.542,88.682,29.449,2.74,27.341,141.117,1.591,1.409,1
99.621,7.798,67.461,93.612,1.889,1.839,171.609,1.798,1.172,0
110.857,9.841,78.086,183.662,1.207,24.835,363.984,2.032,0.866,1
69.365,10.465,52.157,24.254,2.994,24.254,52.22,0.997,1.402,0
113.565,46.057,80.19,3.689,3.201,3.689,61.268,1.384,-1.369,0
148.224,1.608,103.03,15.655,3.124,15.655,104.297,0.685,-1.406,1
85.619,21.475,56.978,24.494,2.96,24.437,105.34,0.99,1.412,0
188.405,150.841,117.679,53.548,2.327,25.906,205.011,2.664,-0.401,0
127.844,51.011,64.053,88.911,2.071,44.776,163.392,1.158,1.4,0
162.858,80.187,97.794,71.342,3.051,20.522,182.14,0.581,-1.081,0
150.678,39.038,118.71,56.154,2.623,1.392,128.425,0.789,-0.585,0
112.145,4.933,78.395,9.859,2.985,9.859,73.056,0.678,-0.926,1
70.166,52.485,52.073,3.076,2.557,3.076,56.292,1.701,-1.338,0
110.765,22.677,76.516,54.193,2.322,37.861,162.206,0.62,1.413,1
141.762,84.268,128.25,1.676,2.661,1.676,127.419,1.149,-1.41,0
80.982,49.345,59.529,21.422,2.377,24.984,163.356,1.05,-1.39,0
112.406,65.286,55.137,0.39,2.109,0.39,58.363,1.37,-1.398,0
96.346,47.313,54.86,99.876,1.707,23.073,193.619,0.843,1.304,0
97.539,15.004,74.279,25.904,2.688,25.904,77.043,1.359,1.41,0
56.556,58.71,45.433,40.276,1.576,40.276,59.384,1.548,-0.486,0
76.547,23.692,52.723,24.757,2.627,43.475,83.362,1.234,1.41,0
202.554,90.617,110.593,19.246,3.401,30.879,120.501,1.668,-1.41,0
43.878,26.845,32.128,65.286,1.006,44.906,116.237,1.448,0.183,0
118.848,79.073,66.235,0.616,2.945,0.616,72.741,2.393,-1.29,1
250.317,91.043,201.921,1.258,3.441,1.258,130.078,1.379,-1.397,0
112.406,98.596,97.464,81.648,3.255,109.734,210.637,1.707,-1.414,1
111.726,48.244,71.809,43.554,2.604,43.554,74.473,0.938,1.392,1
96.888,90.273,73.108,2.993,2.485,2.993,83.308,2.204,-1.322,0
142.494,22.599,61.26,221.07,1.203,21.114,331.425,0.338,1.358,1
109.96,0.169,74.759,25.867,2.611,44.728,131.894,0.635,0.979,0
134.264,18.328,100.711,12.07,2.956,12.07,99.932,0.729,-1.41,1
73.098,75.718,55.728,31.788,2.226,6.777,93.779,1.59,-0.641,0
118.962,8.42,85.284,19.825,3.113,19.825,59.104,0.877,-0.484,0
112.406,90.301,51.086,26.839,1.928,26.839,60.702,1.418,-1.258,0
120.413,6.042,80.532,196.555,1.437,52.135,385.145,3.334,1.272,1
131.654,47.139,93.69,89.652,1.978,22.553,215.852,0.987,1.365,1
117.322,12.294,69.379,28.426,2.867,4.692,196.215,0.624,1.378,1
109.784,5.889,76.197,58.442,2.152,28.188,138.763,0.488,1.239,1
103.177,38.561,74.088,38.245,2.402,1.038,117.596,1.123,1.307,1
130.134,3.934,69.093,81.477,2.917,0.137,147.868,1.494,1.131,1
205.665,109.383,147.49,33.034,3.025,23.398,194.594,1.654,1.411,0
136.66,66.088,106.191,36.332,2.558,62.985,151.093,0.573,-1.41,1
112.406,74.26,23.093,0.758,0.931,0.758,48.529,1.376,-1.405,0
135.742,91.969,92.269,42.358,2.634,28.709,127.799,1.05,-1.126,0
75.103,82.656,70.949,25.243,1.681,63.248,210.912,0.658,-1.407,1
83.025,2.544,56.095,0.251,3.137,0.251,55.444,0.935,-1.414,0
93.413,71.958,50.483,60.401,2.022,37.759,104.64,1.275,0.55,0
112.481,22.805,54.029,348.077,0.728,3.818,508.829,1.366,1.256,1
76.678,59.656,55.895,24.149,3.131,24.149,55.845,1.2,1.237,0
112.406,81.346,184.94,1.182,3.646,1.182,88.682,1.374,-1.396,0
66.077,34.878,54.39,7.727,2.247,7.727,60.225,0.819,-1.396,0
170.806,0.281,124.147,115.079,2.59,30.178,276.294,3.375,1.006,0
127.576,27.398,75.901,77.274,2.584,37.247,146.798,1.41,1.379,1
114.838,7.378,87.319,28.612,2.892,28.612,72.426,1.314,1.355,1
118.574,83.243,81.615,24.243,2.948,24.243,84.115,2.173,1.354,0
126.545,1.662,83.875,140.73,1.466,11.045,315.599,0.95,0.972,1
117.425,24.25,76.549,65.81,1.953,39.671,233.828,0.684,0.101,0
91.437,20.807,70.044,160.046,1.07,73.091,380.439,0.482,0.068,0
75.678,56.155,64.264,0.641,2.712,0.641,52.574,1.621,-1.372,0
112.004,21.575,81.94,75.544,2.608,3.829,202.733,2.842,-0.559,1
91.92,7.003,58.014,118.246,1.375,30.648,502.152,1.009,1.194,0
112.406,70.414,35.101,56.52,1.44,1.422,110.874,1.318,-0.933,0
116.806,7.549,79.457,68.13,2.501,61.545,377.946,1.686,1.187,0
96.222,52.127,49.585,79.562,2.278,8.741,224.451,1.706,1.408,1
75.395,47.529,51.287,109.387,1.397,61.997,131.658,2.903,0.928,0
112.406,80.799,151.938,8.685,3.203,8.685,77.954,1.168,-1.396,0
100.488,17.736,72.994,1.183,3.065,1.183,67.932,0.915,-1.413,1
99.321,67.509,58.526,5.3,3.117,5.3,62.556,2.094,1.383,0
127.336,47.709,97.526,12.967,2.593,3.215,172.175,0.834,-1.364,0
71.089,28.245,51.252,46.736,1.768,10.735,142.469,1.18,0.765,0
89.814,21.966,60.147,165.292,1.059,1.875,369.441,0.632,1.321,0
130.011,9.824,86.894,46.872,2.661,30.24,136.329,0.757,1.295,1
574.122,87.178,333.61,181.992,4.215,154.478,708.637,1.954,1.354,0
37.28,60.093,32.265,66.808,0.767,1.33,151.931,0.737,-0.188,0
114.604,16.081,57.68,100.187,2.369,23.029,171.067,1.754,1.259,1
108.758,34.743,87.199,74.475,1.887,1.663,178.995,1.965,-0.773,1
230.327,79.818,69.314,106.627,2.86,26.167,270.159,2.581,1.414,0
189.851,90.578,180.751,2.486,3.106,2.486,133.992,1.14,-1.409,0
109.255,45.345,85.117,1.575,2.727,1.575,77.971,0.94,-1.412,0
107.717,22.366,51.767,77.518,3.077,6.947,174.492,1.163,-1.408,0
114.974,10.819,55.284,194.028,1.099,13.407,319.806,0.489,0.812,1
90.843,42.473,69.448,27.17,2.731,7.54,99.178,0.687,-1.382,0
139.117,0.623,77.132,83.612,2.36,1.724,166.452,0.991,0.984,1
93.597,17.474,69.665,8.014,2.795,8.014,70.962,0.834,-1.411,0
117.308,71.567,64.501,76.843,2.499,5.619,146.907,0.594,0.846,1
54.474,55.856,43.059,2.844,1.821,33.155,79.527,1.131,-1.414,0
101.973,11.841,69.487,44.618,2.497,31.232,109.012,1.255,1.323,0
114.891,6.955,77.223,4.683,3.169,4.683,76.793,0.597,-1.413,1
112.406,74.157,76.807,0.817,2.236,0.817,69.544,0.987,-1.414,0
103.367,5.093,75.647,41.333,2.831,41.333,67.256,1.791,0.494,0
151.18,18.568,110.237,92.061,2.211,1.872,211.333,0.522,0.274,1
111.633,2.225,43.874,163.876,1.399,132.6,641.763,0.698,0.962,0
123.718,14.128,82.017,143.37,1.425,3.013,271.294,0.75,1.241,1
63.524,70.188,57.224,0.345,2.277,32.68,95.979,1.811,-1.361,0
133.069,24.854,103.894,104.175,2.598,2.216,309.67,3.982,-0.831,1
198.644,10.728,98.977,1.975,2.965,1.975,117.314,0.301,-1.253,1
117.597,88.975,89.195,47.553,3.165,9.593,138.297,2.001,-1.414,1
63.451,67.396,52.096,120.33,1.115,137.424,462.823,0.354,-0.027,0
104.479,19.495,76.722,90.52,1.947,35.862,154.211,2.211,0.459,0
85.085,61.631,80.087,0.832,2.665,0.832,70.591,1.332,-1.4,0
112.406,193.725,79.645,8.804,1.192,8.804,128.813,1.23,-1.374,1
112.406,87.647,63.147,29.26,1.351,29.26,95.154,0.522,-1.003,0
86.347,40.044,59.312,24.094,2.658,34.476,198.329,0.952,0.822,0
85.939,25.885,60.892,78.697,1.679,48.629,195.948,1.201,0.954,0
136.866,68.805,79.409,4.017,3.142,4.017,79.797,1.975,-1.38,1
81.025,6.313,59.344,175.446,0.838,34.014,321.061,0.779,1.185,0
106.415,26.36,64.657,146.1,1.484,118.838,404.749,1.148,1.261,1
142.224,18.189,109.1,96.142,2.431,1.052,335.274,3.354,1.347,1
100.966,60.168,63.594,1.604,2.868,1.604,66.679,1.8,-1.336,0
69.907,18.119,34.795,229.477,0.921,33.147,364.186,3.529,1.263,1
75.87,117.134,65.142,65.217,1.548,21.796,204.824,4.369,-1.125,0
114.991,35.408,55.611,213.654,1.19,23.867,337.939,2.725,1.336,1
128.098,56.367,102.382,1.619,3.487,1.619,57.411,1.782,-1.367,0
93.343,23.069,50.525,225.906,0.884,33.445,410.461,0.272,1.409,0
112.406,77.72,12.037,4.106,0.494,4.106,49.35,1.458,-1.335,0
129.927,11.242,97.577,93.516,2.021,1.469,213.217,1.906,1.226,1
257.081,50.968,191.873,25.65,4.087,25.65,96.918,0.804,1.414,0
112.406,112.272,25.125,29.749,0.546,29.749,103.57,0.392,-0.879,0
130.868,75.456,54.778,194.336,1.285,23.844,264.089,1.098,1.25,1
141.039,15.843,97.491,75.944,2.585,23.907,127.16,1.074,1.349,0
31.686,82.36,28.003,32.263,0.868,1.353,100.97,2.229,-1.098,0
72.314,35.323,54.137,1.029,2.798,1.029,54.859,1.293,-1.399,0
121.049,60.089,97.364,34.887,2.677,3.166,114.924,2.203,-1.109,0
112.406,75.101,89.298,29.256,2.951,29.256,75.711,1.756,-1.414,0
107.865,79.821,73.349,54.74,2.738,23.462,106.806,0.934,0.975,0
107.567,34.078,82.139,19.9,2.835,19.9,80.999,1.661,-1.282,0
142.909,4.212,103.489,236.146,1.759,16.453,691.313,6.797,1.043,0
93.139,18.713,68.083,31.41,3.0,31.41,65.458,0.858,1.405,0
82.005,109.188,74.495,143.895,0.825,24.007,300.117,0.881,-0.308,0
56.409,118.75,53.807,65.624,1.002,65.624,116.943,1.836,-0.857,1
92.642,42.639,57.985,90.494,1.855,28.094,158.017,0.601,1.321,1
112.406,84.687,80.739,29.338,2.496,29.338,67.989,1.079,-1.268,0
45.977,67.955,38.778,31.241,1.236,31.241,69.634,1.825,-1.394,0
105.937,28.609,74.09,21.858,3.017,21.858,74.224,0.699,1.41,0
174.247,88.883,93.6,62.356,2.787,1.097,161.874,0.987,1.365,1
96.521,43.418,52.678,150.128,1.377,29.32,299.114,0.431,1.285,1
244.841,50.475,170.783,13.617,4.424,63.26,121.072,1.148,-1.342,0
216.542,53.344,192.549,1.288,3.572,1.288,104.405,0.837,-1.407,0
424.824,39.055,369.931,230.406,3.145,62.826,636.784,2.853,1.414,0
79.363,27.694,61.046,111.23,1.346,1.044,206.592,2.598,0.332,0
98.65,82.395,75.917,88.607,1.815,48.099,405.182,2.096,0.079,0
164.679,95.311,121.799,14.162,2.904,23.635,161.684,1.538,-0.459,0
63.461,9.555,41.924,75.41,1.55,3.605,123.029,1.415,1.394,0
106.012,2.47,77.186,51.407,2.422,51.407,79.212,1.421,1.096,1
52.033,44.274,41.459,51.674,1.256,0.573,118.099,1.761,-1.154,0
98.032,23.917,53.77,57.379,2.789,33.257,142.507,1.474,-1.196,0
282.521,92.783,209.912,2.59,3.358,2.59,159.231,1.344,-1.4,0
92.549,31.652,71.361,0.424,2.948,0.424,64.843,1.065,-1.413,1
138.035,13.812,85.181,40.792,2.455,1.169,127.011,0.426,0.034,1
112.406,163.148,103.255,7.74,1.656,7.74,137.845,1.125,-1.41,1
97.199,17.038,75.725,42.672,3.672,42.672,50.865,1.233,-1.414,0
141.181,33.557,90.38,262.481,1.342,29.559,427.229,3.726,1.254,1
260.708,55.817,216.709,110.617,2.566,2.69,343.922,2.244,-1.404,0
120.555,61.4,103.656,3.922,2.511,3.922,105.418,0.853,-1.404,0
118.841,34.637,91.081,47.78,2.507,5.578,125.54,1.697,-1.015,0
201.409,0.057,93.506,80.214,2.371,6.2,185.304,0.401,0.998,0
86.65,86.731,73.392,61.542,1.546,1.987,245.338,1.992,-1.002,0
277.378,84.182,193.409,95.709,3.361,20.851,266.911,0.521,0.825,0
112.406,91.016,62.238,2.844,2.079,2.844,76.047,1.933,-1.327,0
50.928,37.492,41.894,47.368,1.541,47.368,50.393,1.381,-0.069,0
130.577,8.269,55.48,252.143,1.051,7.512,418.475,0.539,1.241,1
96.917,36.529,72.851,57.805,2.194,10.082,117.297,1.13,-0.106,0
112.406,125.511,52.668,33.213,1.606,11.727,119.189,2.999,-0.787,0
121.997,71.36,49.371,142.663,1.738,4.297,210.13,0.716,1.21,1
112.406,73.027,94.248,45.692,2.877,3.984,136.214,1.533,-1.412,0
108.586,49.536,83.855,46.83,3.309,1.037,125.669,2.232,-1.414,0
113.069,35.439,89.415,3.129,2.849,3.129,87.857,1.025,-1.414,0
84.17,37.504,56.734,21.692,2.705,21.692,59.58,1.577,1.376,0
76.47,29.695,58.476,58.046,1.606,4.449,131.314,1.169,-0.646,0
123.143,4.478,68.065,85.081,2.35,12.019,171.128,1.195,1.103,1
225.159,111.322,100.863,67.209,2.814,83.235,280.22,2.134,1.405,0
95.667,42.354,54.667,90.044,2.002,23.802,134.829,1.337,1.414,0
352.774,20.687,271.939,1.964,4.676,1.964,87.292,0.954,-1.413,0
82.064,16.451,63.689,68.357,1.499,39.184,122.95,1.004,-1.359,0
133.525,9.852,86.254,35.533,2.785,1.188,114.841,0.689,1.321,1
124.95,8.568,85.005,6.146,3.051,6.146,86.987,0.59,-1.395,1
